ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9780060574215|Men Are from Mars, Women Are from Venus|John Gray|Perennial Currents|Family & Relationships|Rediscover the most famous relationship book ever published Once upon a time Martians and Venusians met, fell in love, and had happy relationships together because they respected and accepted their differences. Then they came to Earth and amnesia set in: they forgot they were from different planets. Based on years of successful counseling of couples and individuals, Men Are from Mars, Women Are from Venus has helped millions of couples transform their relationships. Now viewed as a modern classic, this phenomenal book has helped men and women realize how different they can be in their communication styles, their emotional needs, and their modes of behavior—and offers the secrets of communicating without conflicts, allowing couples to give intimacy every chance to grow.|2004|47|http://images.amazon.com/images/P/0060574216.01.LZZZZZZZ.jpg
9780060575816|Sabriel (adult)|Garth Nix|Eos|Fiction|Sabriel, daughter of the necromancer Abhorsen, must journey into the mysterious and magical Old Kingdom to rescue her father from the Land of the Dead.|2004|24|http://images.amazon.com/images/P/0060575816.01.LZZZZZZZ.jpg
9780060584757|Mystic River|Dennis Lehane|Perennial Dark Alley|Fiction|When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.|2003|149|http://images.amazon.com/images/P/0060584750.01.LZZZZZZZ.jpg
9780060595180|The Doors of Perception and Heaven and Hell|Aldous Huxley|Perennial Classics|Philosophy|The acclaimed novelist and critic describes his personal experimentation with the little-known drug mescaline and explores the nature of visionary experience, in an omnibus edition containing the two classic works The Doors of Perception and Heaven and Hell. Reissue.|2004|113|http://images.amazon.com/images/P/0060595183.01.LZZZZZZZ.jpg
9780060598891|The Rocky Road to Romance|Janet Evanovich|HarperTorch|Fiction|Her tall, dark, and deliciously dangerous boss . . . When the delightful, daffy Dog Lady of station WZZZ offered to take on the temporary job of traffic reporter, Steve Crow tried to think of reasons to turn Daisy Adams down. Perhaps he knew that sharing the close quarters of a car with her for hours would give the handsome program director no room to resist her quirky charms. He'd always favored low-slung sportscars and high-heeled women, but that was before he fell for a free spirit who caught crooks by accident, loved old people and pets, and had just too many jobs! Loving Daisy turned Steve's life upside down, especially once he adopted Bob, a huge dog masquerading as a couch potato. But was Daisy finally ready to play for keeps?|2004|296|http://images.amazon.com/images/P/0060598891.01.LZZZZZZZ.jpg
9780060609177|Meeting Jesus Again for the First Time|Marcus J. Borg|HarperSanFrancisco|Religion|Of the many recent books on the historical Jesus, none has explored what the latest biblical scholarship means for personal faith. Now, in Meeting Jesus Again for the First Time, Marcus Borg addresses the yearnings of those who want a fully contemporary faith that welcomes rather than oppresses our critical intelligence and openness to the best of historical scholarship. Borg shows how a rigorous examination of historical findings can lead to a new faith in Christ, one that is critical and, at the same time, sustaining. "Believing in Jesus does not mean believing doctrines about him," Borg writes. "Rather, it means to give one's heart, one's self at its deepest level, to . . . the living Lord." Drawing on his own journey from a naive, unquestioning belief in Christ through collegiate skepticism to a mature and contemporary Christian faith, Borg illustrates how an understanding of the historical Jesus can actually lead to a more authentic Christian life—one not rooted in creeds or dogma, but in a life of spiritual challenge, compassion, and community. In straightforward, accessible prose, Borg looks at the major findings of modern Jesus scholarship from the perspective of faith, bringing alive the many levels of Jesus' character: spirit person, teacher of alternative wisdom, social prophet, and movement founder. He also reexamines the major stories of the Old Testament vital to an authentic understanding of Jesus, showing how an enriched understanding of these stories can uncover new truths and new pathways to faith. For questioning believers, doubters, and reluctant unbelievers alike, Meeting Jesus Again for the First Time frees our understanding of Jesus' life and message from popular misconceptions and outlines the way to a sound and contemporary faith: "For ultimately, Jesus is not simply a figure of the past, but a figure of the present. Meeting that Jesus—the living one who comes to us even now—will be like meeting Jesus again for the first time."|1995|60|http://images.amazon.com/images/P/0060609176.01.LZZZZZZZ.jpg
9780060622138|Shadow of the Almighty|Elizabeth Elliot|HarperSanFrancisco|Religion|The bestselling account of the martyrdom of Jim Elliot and four other missionaries at the hands of the Auca Indians in Ecuador. New introduction by the author.|1989|111|http://images.amazon.com/images/P/006062213X.01.LZZZZZZZ.jpg
9780060645892|The Dance of the Dissident Daughter|Sue Monk Kidd|HarperSanFrancisco|Religion|The acclaimed spiritual memoir from the author of The Secret Life of Bees I was amazed to find that I had no idea how to unfold my spiritual life in a feminine way. I was surprised and, in fact, a little terrified when I found myself in the middle of a feminist spiritual reawakening. Sue Monk was a "conventionally religious, churchgoing woman, a traditional wife and mother" with a thriving career as a Christian writer until she began to question her role as a woman in her culture, her family, and her church. From a jarring encounter with sexism in a suburban drugstore to monastery retreats and rituals in the caves of Crete, Kidd takes readers through the fear, anger, healing, and transformation of her awakening. Retaining a meaningful connection "with the deep song of Christianity," she opens the door for traditional Christian women to discover a spirituality that speaks directly to them and provides inspiring wisdom for all who struggle to embrace their full humanity.|2002|271|http://images.amazon.com/images/P/006064589X.01.LZZZZZZZ.jpg
9780060652852|C.S. Lewis|C. S. Lewis|HarperSanFrancisco|Religion|Known throughout the world as the intellect behind The Chronicles of Narnia and as the twentieth century's most influential Christian writer, C. S. Lewis has stirred millions of readers through his probing insights, passionate arguments, and provocative questions about God, love, life, and death. Gathered from the mass of his published works -- including The Screwtape Letters, Mere Christianity, The Four Loves, and God in the Dock -- as well as from letters, essays, and less familiar writings, this compendium contains a cross section of Lewis's finest work.|1996|56|http://images.amazon.com/images/P/0060652853.01.LZZZZZZZ.jpg
9780060652890|The Screwtape Letters|C. S. Lewis|Harper SanFrancisco|Religion|In this humorous and perceptive exchange between two devils, C. S. Lewis delves into moral questions about good vs. evil, temptation, repentance, and grace. Through this wonderful tale, the reader emerges with a better understanding of what it means to live a faithful life.|2001|203|http://images.amazon.com/images/P/0060652896.01.LZZZZZZZ.jpg
9780060652920|Mere Christianity|C. S. Lewis|Harper SanFrancisco|Religion|A forceful and accessible discussion of Christian belief that has become one of the most popular introductions to Christianity and one of the most popular of Lewis's books. Uncovers common ground upon which all Christians can stand together.|2001|295|http://images.amazon.com/images/P/0060652926.01.LZZZZZZZ.jpg
